Symbol,ETF Name,Asset Class,Total Assets ,YTD Price Change,Avg. Daily Volume,Previous Closing Price,1-Day Change,Inverse,Leveraged,1 Week,1 Month,1 Year,3 Year,5 Year,YTD FF,1 Week FF,4 Week FF,1 Year FF,3 Year FF,5 Year FF,ETF Database Category,Inception,ER,Commission Free,Annual Dividend Rate,Dividend Date,Dividend,Annual Dividend Yield %,P/E Ratio,Beta,# of Holdings,% In Top 10,ST Cap Gain Rate,LT Cap Gain Rate,Tax Form,Lower Bollinger,Upper Bollinger,Support 1,Resistance 1,RSI,Liquidity Rating,Expenses Rating,Returns Rating,Volatility Rating,Dividend Rating,Concentration Rating,ESG Score,ESG Score Peer Percentile (%),ESG Score Global Percentile (%),Carbon Intensity (Tons of CO2e / $M Sales),SRI Exclusion Criteria (%),Sustainable Impact Solutions (%)
QJUN,FT Vest Nasdaq-100 Buffer ETF - June,Equity,"$627,852,000",8.88%,"148,063",$30.52,0.56%,No,False,1.70%,2.86%,19.13%,16.21%,N/A,"$71,371,450.00","$1,511,300.00","$22,585,500.00","$93,506,200.00","$394,164,550.00","$475,024,000.00",Volatility Hedged Equity,2021-06-18,0.90%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$29.71,$30.47,$30.34,$30.72,67.85,N/A,C+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
SIXG,Defiance Connective Technologies ETF,Equity,"$627,630,000",21.00%,"47,453",$57.45,2.22%,No,False,4.26%,9.57%,48.53%,19.04%,15.85%,"-$90,171,995.00","-$36,782,795.00","-$52,756,290.00","-$108,231,385.00","-$558,812,725.00","-$186,131,080.00",N/A,2019-03-04,0.30%,N/A,$0.36,2025-06-25,$0.10,0.63%,N/A,N/A,50,44.05%,40%,20%,1099,$52.44,$57.17,$56.81,$57.78,68.23,A-,A-,A,C,N/A,N/A,7.04,88.75%,75.33%,21.49,4.09%,9.45%
REMX,VanEck Rare Earth and Strategic Metals ETF,Equity,"$627,200,000",46.48%,"418,684",$57.14,-0.61%,No,False,10.76%,23.31%,53.92%,-17.09%,8.22%,"$244,241,655.00","$21,657,950.00","$124,750,780.00","$201,382,915.00","$56,113,000.00","$426,456,021.50",Materials,2010-10-27,0.58%,N/A,$1.00,2024-12-23,$1.00,2.05%,11.63,1.39,23,66.46%,40%,20%,1099,$46.98,$57.47,$56.49,$57.59,71.22,B-,B+,B,B,A-,C,5.52,48.25%,26.62%,321.91,0.00%,3.94%
QQH,HCM Defender 100 Index ETF,Equity,"$622,746,000",8.79%,"27,989",$72.92,1.77%,No,False,5.56%,7.25%,26.81%,24.68%,17.36%,"$17,077,500.00","-$3,539,500.00","-$3,539,500.00","$43,211,500.00","$104,933,000.00","$292,841,500.00",Technology Equities,2019-10-10,1.02%,N/A,$0.16,2024-12-16,$0.16,0.23%,0.03,0.99,93,68.77%,40%,20%,1099,$67.82,$72.12,$72.28,$73.24,68.85,B,C,N/A,A,C,N/A,5.92,8.17%,33.84%,47.08,7.92%,9.94%
VUSE,Vident U.S. Equity Strategy ETF,Equity,"$622,252,000",9.74%,"13,762",$64.21,1.34%,No,False,1.30%,2.45%,21.84%,15.32%,17.72%,"-$15,891,097.50",$0.00,"-$1,586,842.50","-$30,720,370.00","-$78,581,607.50","-$62,148,087.50",All Cap Equities,2014-01-21,0.50%,N/A,$0.40,2025-06-17,$0.06,0.64%,0.06,1.15,129,25.97%,40%,20%,1099,$62.68,$64.14,$63.83,$64.40,59.93,B+,B,C+,A,B,B+,6.35,74.28%,47.36%,60.17,5.90%,6.32%
MOO,VanEck Agribusiness ETF,Equity,"$619,916,000",13.39%,"63,327",$73.16,0.36%,No,False,-0.07%,-1.71%,9.03%,-4.95%,4.05%,"-$19,606,450.00","-$10,927,595.00","-$22,037,780.00","-$108,872,090.00","-$639,527,830.00","$129,875,787.00",Large Cap Blend Equities,2007-08-31,0.55%,N/A,$2.20,2024-12-23,$2.20,3.01%,10.55,0.93,48,56.59%,40%,20%,1099,$71.68,$74.99,$72.91,$73.49,49.74,B+,B-,C,C,C+,C+,7.23,88.83%,81.89%,312.44,14.85%,13.42%
GARP,iShares MSCI USA Quality GARP ETF,Equity,"$619,563,000",10.97%,"86,992",$62.32,1.60%,No,False,2.13%,2.74%,27.23%,23.70%,19.08%,"$358,282,131.35","$12,231,458.45","$61,444,000.50","$451,141,342.45","$544,458,488.05","$544,866,858.05",N/A,2020-01-14,0.15%,N/A,$0.24,2025-06-16,$0.04,0.38%,N/A,N/A,135,40.94%,40%,20%,1099,$60.62,$62.50,$61.81,$62.57,60.33,A-,A,A,C+,N/A,N/A,6.61,76.87%,58.13%,29.49,4.74%,7.33%
JHEM,John Hancock Multifactor Emerging Markets ETF,Equity,"$619,203,000",17.47%,"26,530",$30.08,1.45%,No,False,2.07%,2.94%,16.33%,9.65%,6.74%,"-$91,212,840.00",$0.00,"-$2,956,890.00","-$108,487,320.00","-$178,052,100.00","-$191,627,110.00",Emerging Markets Equities,2018-09-27,0.49%,N/A,$0.66,2025-06-26,$0.28,2.24%,9.53,0.76,874,21.12%,40%,20%,1099,$29.12,$30.10,$29.93,$30.16,63.64,B,B,B,B,B,N/A,5.94,19.10%,34.25%,347.3,3.48%,4.52%
BUFZ,FT Vest Laddered Moderate Buffer ETF,Equity,"$614,204,000",6.61%,"157,177",$25.47,0.43%,No,False,1.11%,1.72%,11.81%,N/A,N/A,"$267,699,300.00","$2,530,050.00","$90,933,600.00","$382,002,050.00","$570,130,500.00","$570,130,500.00",N/A,2023-10-25,0.95%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,13,83.56%,40%,20%,1099,$25.03,$25.46,$25.40,$25.50,66.44,A,C+,N/A,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
GJUL,FT Vest U.S. Equity Moderate Buffer ETF - July,Equity,"$613,320,000",8.50%,"210,069",$39.78,0.45%,No,False,1.09%,1.92%,15.40%,N/A,N/A,"$267,411,550.00","$21,630,575.00","$308,072,975.00","$215,140,450.00","$528,984,150.00","$528,984,150.00",N/A,2023-07-21,0.85%,N/A,$0.00,N/A,N/A,0.00%,N/A,N/A,2,100.00%,40%,20%,1099,$39.09,$39.74,$39.66,$39.85,68.58,A,C+,B+,A-,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
OSCV,Opus Small Cap Value ETF,Equity,"$613,015,000",1.60%,"50,564",$37.39,2.05%,No,False,1.91%,1.77%,6.43%,6.57%,10.43%,"$135,839,065.00","$916,392.50","$14,536,512.50","$253,117,635.00","$375,214,752.50","$506,276,087.50",Small Cap Growth Equities,2018-07-18,0.80%,N/A,$0.44,2025-06-27,$0.12,1.19%,14.50,1.00,67,26.16%,40%,20%,1099,$36.09,$37.21,$36.95,$37.63,59.80,C+,C,N/A,N/A,B+,N/A,5.54,20.06%,26.84%,57.43,4.21%,4.74%
PWRD,TCW Transform Systems ETF,Equity,"$611,676,000",32.40%,"44,122",$95.84,2.21%,No,False,2.12%,7.06%,44.06%,23.81%,N/A,"$181,515,399.00","$14,053,009.50","$55,601,201.90","$364,118,220.00","$373,451,984.10","$458,260,610.96",N/A,2022-02-02,0.75%,N/A,$0.34,2025-06-23,$0.17,0.35%,N/A,N/A,25,66.22%,40%,20%,1099,$89.86,$96.50,$94.61,$96.50,68.32,N/A,N/A,N/A,N/A,N/A,N/A,5.64,4.18%,28.24%,886.5,41.60%,5.40%
KSA,iShares MSCI Saudi Arabia ETF,Equity,"$611,049,000",-6.62%,"629,966",$37.49,0.16%,No,False,-0.77%,-3.60%,-4.56%,-3.36%,8.89%,"$38,191,670.00","-$37,898,800.00","-$47,325,525.00","$76,430,120.00","-$336,099,615.00","-$51,669,205.00",Emerging Markets Equities,2015-09-16,0.75%,N/A,$1.42,2025-06-16,$0.63,3.74%,14.50,0.56,132,58.16%,40%,20%,1099,$37.25,$38.23,N/A,N/A,44.86,A,C,N/A,A,B-,B-,4.75,0.00%,17.02%,961.88,0.00%,4.49%
CGGE,Capital Group Global Equity ETF,Equity,"$607,763,000",17.26%,"216,091",$29.91,0.94%,No,False,2.15%,2.57%,20.58%,N/A,N/A,"$475,982,261.52","$7,102,951.08","$73,792,933.52","$504,219,310.28","$554,552,466.88","$554,552,466.88",N/A,2024-06-25,0.47%,N/A,$0.09,2024-12-26,$0.09,0.30%,N/A,N/A,114,27.48%,40%,20%,1099,$28.96,$29.88,$29.75,$29.99,63.01,N/A,B+,N/A,N/A,N/A,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VFVA,Vanguard U.S. Value Factor ETF,Equity,"$598,460,000",4.35%,"15,947",$122.01,2.68%,No,False,2.90%,-0.29%,10.93%,8.51%,15.90%,"-$180,905,300.00","-$592,050.00","-$1,799,650.00","-$142,842,500.00","-$208,925,150.00","$328,797,250.00",All Cap Equities,2018-02-13,0.13%,N/A,$2.87,2025-06-20,$0.74,2.35%,8.00,1.24,613,8.62%,40%,20%,1099,$116.41,$123.83,$120.54,$122.75,56.83,B+,A,C,C+,B+,N/A,6.08,15.17%,37.38%,121.17,3.97%,4.99%
NANR,SPDR S&P North American Natural Resources ETF,Equity,"$596,919,000",15.66%,"42,395",$58.57,0.84%,No,False,0.59%,-0.78%,10.48%,7.39%,16.75%,"-$65,608,214.53",$0.00,"-$1,471,490.38","$10,580,033.57","-$20,614,930.80","-$180,599,574.03",Commodity Producers Equities,2015-12-15,0.35%,N/A,$1.15,2025-06-02,$0.50,1.99%,11.28,1.11,163,41.61%,40%,20%,1099,$56.96,$59.30,$58.31,$58.80,55.93,N/A,A,N/A,N/A,A-,B+,6.29,38.42%,45.13%,326.84,4.55%,2.68%
IAT,iShares U.S. Regional Banks ETF,Equity,"$596,657,000",2.05%,"266,181",$50.68,2.74%,No,False,1.97%,-2.99%,17.74%,0.61%,10.33%,"-$138,926,881.85",$0.00,"$12,839,458.95","-$70,765,213.35","-$205,228,352.70","$399,772,584.60",Financials Equities,2006-05-01,0.38%,N/A,$1.49,2025-06-16,$0.38,2.88%,8.48,1.09,36,67.95%,40%,20%,1099,$48.42,$53.07,$50.05,$50.99,53.71,A,B,B-,A,A-,B,6.09,24.44%,37.79%,5.32,0.00%,2.45%
MODL,VictoryShares WestEnd U.S. Sector ETF,Equity,"$594,255,000",11.08%,"38,388",$44.50,1.04%,No,False,2.01%,3.12%,22.63%,N/A,N/A,"$104,620,503.48","$3,936,759.01","$13,939,690.00","$108,039,991.80","$430,065,334.05","$430,065,334.05",Large Cap Blend Equities,2022-10-12,0.46%,N/A,$0.33,2025-08-06,$0.02,0.73%,0.00,-0.92,353,37.91%,40%,20%,1099,$43.16,$44.40,$44.26,$44.63,64.86,B,B,N/A,B+,B+,N/A,6.07,0.00%,37.26%,20.89,7.81%,6.77%
EES,WisdomTree U.S. SmallCap Fund,Equity,"$593,621,000",-0.04%,"23,205",$53.57,2.90%,No,False,3.60%,1.34%,12.31%,6.44%,12.55%,"-$26,559,700.00",$0.00,"-$2,659,450.00","-$35,563,100.00","-$136,301,500.00","-$59,920,080.00",Small Cap Blend Equities,2007-02-23,0.38%,E*TRADE,$0.72,2025-06-25,$0.20,1.37%,9.02,1.26,900,6.63%,40%,20%,1099,$50.81,$53.78,$52.87,$53.96,59.58,A-,B+,B,C+,B,A-,5.16,4.68%,22.08%,102.21,3.51%,6.29%
IGE,iShares North American Natural Resources ETF,Equity,"$592,641,000",7.59%,"74,467",$45.46,0.87%,No,False,0.59%,-1.00%,6.37%,8.67%,18.30%,"-$53,210,197.15",$0.00,"-$17,895,742.60","$74,463,395.20","-$359,614,923.10","-$98,662,313.10",Large Cap Blend Equities,2001-10-22,0.39%,N/A,$1.10,2025-06-16,$0.27,2.45%,8.19,1.25,129,43.44%,40%,20%,1099,$44.46,$45.92,$45.23,$45.64,54.67,A-,B,C+,C,A,B-,6.54,70.44%,54.88%,446.75,3.19%,0.67%
FDRR,Fidelity Dividend ETF for Rising Rates,Equity,"$590,647,000",11.93%,"16,711",$56.74,1.25%,No,False,2.48%,2.64%,21.93%,13.84%,14.65%,"-$6,162,755.95",$0.00,$0.00,"-$21,541,853.85","-$183,615,661.35","$78,148,513.65",Large Cap Blend Equities,2016-09-12,0.16%,N/A,$1.45,2025-06-20,$0.40,2.63%,12.63,0.95,115,39.48%,40%,20%,1099,$54.74,$56.50,$56.48,$56.89,68.18,B,A,B-,B+,A,B-,6.16,11.22%,39.94%,93.13,11.98%,7.47%
FDT,First Trust Developed Markets ex-US AlphaDEX Fund,Equity,"$589,094,000",37.53%,"42,092",$73.19,1.27%,No,False,3.48%,6.03%,41.38%,17.47%,11.49%,"$64,898,150.00",$0.00,"$24,645,150.00","$50,715,450.00","$1,843,058.50","$33,392,762.18",Foreign Large Cap Equities,2011-04-18,0.80%,N/A,$2.12,2025-06-26,$0.98,2.90%,5.97,0.96,301,7.69%,40%,20%,1099,$68.01,$73.22,$72.74,$73.43,70.33,B+,C,B-,C+,B,B+,6.68,2.96%,61.08%,276.63,18.64%,5.19%
GSSC,TR Activebeta US Small Cap Equity ETF,Equity,"$586,515,000",4.26%,"26,219",$71.68,3.20%,No,False,3.46%,3.06%,13.80%,7.85%,11.53%,"$62,209,500.00",$0.00,$0.00,"$69,650,500.00","-$763,500.00","$310,129,500.00",Small Cap Growth Equities,2017-06-28,0.20%,N/A,$0.92,2025-06-24,$0.19,1.32%,9.58,0.98,1358,3.94%,40%,20%,1099,$68.02,$71.13,$70.52,$72.26,61.25,B-,B+,C+,A-,B,N/A,5.32,9.01%,24.03%,85.43,2.70%,7.73%
DWM,WisdomTree International Equity Fund,Equity,"$584,711,000",27.08%,"13,623",$65.56,0.94%,No,False,2.71%,3.23%,26.68%,15.92%,11.52%,"-$29,665,850.00",$0.00,"$3,121,100.00","-$38,341,450.00","-$186,684,205.00","-$178,365,360.00",Foreign Large Cap Equities,2006-06-16,0.48%,E*TRADE,$2.01,2025-06-25,$1.09,3.20%,9.93,0.79,1409,12.98%,40%,20%,1099,$62.40,$65.66,$65.29,$65.73,63.84,A-,B-,C+,B-,B+,A-,7.47,42.89%,88.04%,122.34,12.76%,5.94%
LVHD,Franklin U.S. Low Volatility High Dividend Index ETF,Equity,"$582,464,000",7.70%,"74,783",$40.66,0.44%,No,False,0.60%,1.58%,11.90%,5.29%,10.10%,"$20,786,833.59","$4,121,134.14","$12,218,652.64","-$46,753,442.88","-$43,726,448.34","-$274,897,962.88",Volatility Hedged Equity,2015-12-28,0.27%,N/A,$1.73,2025-08-07,$0.33,4.25%,16.32,0.76,119,26.28%,40%,20%,1099,$39.96,$40.94,N/A,N/A,57.02,A-,B+,B,A,A-,N/A,6.55,73.21%,55.34%,587.54,24.44%,7.75%
GII,SPDR S&P Global Infrastructure ETF,Equity,"$582,162,000",18.57%,"33,091",$69.14,0.80%,No,False,1.32%,3.49%,25.38%,10.65%,11.76%,"$23,707,263.25",$0.00,"$9,945,354.80","$67,306,990.65","-$72,634,433.75","$57,008,706.05",Utilities Equities,2007-01-25,0.40%,Charles Schwab,$2.02,2025-06-02,$0.97,3.03%,16.28,0.81,76,38.80%,40%,20%,1099,$66.32,$69.04,$68.74,$69.34,66.17,B+,B+,A,A,A,C+,7.25,38.87%,82.47%,811.02,32.34%,2.05%
OAKM,Oakmark U.S. Large Cap ETF,Equity,"$581,229,000",9.87%,"145,372",$25.83,1.45%,No,False,1.02%,-0.12%,N/A,N/A,N/A,"$502,779,223.35","$4,320,070.63","$41,566,999.66","$519,922,427.90","$519,922,427.90","$519,922,427.90",N/A,2024-12-03,0.59%,N/A,$0.01,2024-12-30,$0.01,0.04%,N/A,N/A,38,37.69%,40%,20%,1099,$25.20,$26.50,$25.65,$25.95,54.10,N/A,N/A,N/A,N/A,N/A,N/A,6.36,56.89%,47.87%,52.32,7.90%,1.34%
ONEV,SPDR Russell 1000 Low Volatility Focus ETF,Equity,"$580,468,000",5.57%,"9,141",$131.32,1.18%,No,False,1.02%,0.89%,10.21%,9.08%,12.53%,"-$19,533,061.57","-$1,299,965.79","-$9,141,566.72","-$114,630,724.34","-$135,672,207.94","-$201,080,499.87",Volatility Hedged Equity,2015-12-02,0.20%,N/A,$2.46,2025-06-23,$0.58,1.90%,14.40,0.96,450,9.10%,40%,20%,1099,$128.08,$132.34,$130.27,$131.84,56.26,B,A,A,C,B,N/A,6.78,94.62%,65.32%,190.37,10.69%,6.52%
KCE,SPDR S&P Capital Markets ETF,Equity,"$578,059,000",14.45%,"26,828",$156.21,1.98%,No,False,2.41%,3.97%,40.03%,24.50%,23.61%,"-$9,066,982.51",$0.00,"$49,425,964.87","$1,223,612.06","$259,335,393.30","$362,008,451.12",Financials Equities,2005-11-08,0.35%,N/A,$2.26,2025-06-23,$0.60,1.48%,12.95,1.17,63,19.52%,40%,20%,1099,$149.80,$156.53,$154.90,$156.91,63.92,B,A-,A-,C+,B+,B-,5.28,4.72%,23.48%,2.31,0.00%,0.01%
AVGE,Avantis All Equity Markets ETF,Equity,"$577,496,000",12.12%,"24,584",$80.40,1.50%,No,False,2.46%,2.45%,19.77%,N/A,N/A,"$75,698,668.00",$0.00,"$11,642,649.75","$124,982,574.00","$458,275,380.25","$458,275,380.25",Global Equities,2022-09-27,0.23%,N/A,$1.46,2025-06-26,$0.70,1.86%,0.09,1.03,15,95.24%,40%,20%,1099,$77.69,$80.29,$79.87,$80.66,64.17,A-,A,N/A,N/A,B,N/A,6.34,13.72%,46.84%,174.87,6.74%,5.85%
GSPY,Gotham Enhanced 500 ETF,Equity,"$577,035,000",10.21%,"9,908",$35.22,1.29%,No,False,2.59%,2.94%,21.76%,16.42%,N/A,"$19,877,447.50",$0.00,"-$1,156,317.50","$73,723,922.50","$98,094,717.50","$411,617,122.50",Large Cap Blend Equities,2020-12-28,0.50%,N/A,$0.27,2024-12-10,$0.27,0.78%,0.04,0.98,501,41.88%,40%,20%,1099,$34.00,$35.14,$35.03,$35.31,65.56,B+,B,A-,B,C+,N/A,6.18,26.03%,40.61%,70.77,12.91%,7.50%
INFO,Harbor PanAgora Dynamic Large Cap Core ETF,Equity,"$573,475,000",11.30%,"356,927",$22.86,1.24%,No,False,2.56%,3.92%,N/A,N/A,N/A,"$511,331,500.00","$562,500.00","$501,052,250.00","$561,980,000.00","$561,980,000.00","$561,980,000.00",N/A,2024-10-08,0.35%,N/A,$0.03,2024-12-20,$0.03,0.15%,N/A,N/A,121,40.50%,40%,20%,1099,$22.02,$22.79,$22.80,$22.89,65.74,N/A,N/A,N/A,N/A,N/A,N/A,6.26,44.00%,43.78%,84.73,13.04%,8.17%
NUDM,Nuveen ESG International Developed Markets Equity ETF,Equity,"$573,125,000",20.92%,"41,533",$36.35,1.03%,No,False,3.21%,3.71%,21.23%,14.13%,10.23%,"$32,219,324.62",$0.00,$0.00,"$63,746,264.69","$154,339,259.81","$400,691,989.81",Foreign Large Cap Equities,2017-06-06,0.28%,N/A,$1.00,2024-12-18,$1.00,2.75%,11.44,0.87,146,22.42%,40%,20%,1099,$34.52,$36.48,$36.19,$36.47,61.54,B,B,A-,B,A-,N/A,8.74,99.88%,99.89%,34.4,7.74%,7.99%
IYT,iShares US Transportation ETF,Equity,"$572,965,000",4.01%,"498,212",$69.87,3.04%,No,False,2.12%,-2.55%,11.50%,5.50%,8.85%,"-$167,322,461.10","-$17,207,923.60","-$124,944,966.50","-$45,767,036.10","-$407,016,548.40","-$541,937,856.10",Transportation Equities,2003-10-06,0.39%,N/A,$0.75,2025-06-16,$0.17,1.07%,14.27,1.20,46,74.24%,40%,20%,1099,$66.69,$72.13,$68.80,$70.43,54.21,A+,A,A,A,A,A-,6.52,63.83%,54.17%,297.59,0.00%,0.01%
IXP,iShares Global Comm Services ETF,Equity,"$571,870,000",22.17%,"30,811",$117.56,1.69%,No,False,2.85%,6.87%,36.89%,24.33%,13.79%,"$103,640,280.00",$0.00,"$11,477,540.00","$103,640,280.00","$77,912,385.00","$47,928,815.00",Large Cap Growth Equities,2001-11-12,0.40%,N/A,$1.35,2025-06-16,$0.50,1.23%,18.41,0.86,71,72.18%,40%,20%,1099,$109.42,$116.98,$116.75,$118.05,69.13,B+,B,A-,B-,B,C,4.76,22.50%,17.11%,14.82,0.34%,0.31%
PLTU,Direxion Daily PLTR Bull 2X Shares,Equity,"$571,123,000",303.76%,"3,598,458",$111.62,4.55%,No,False,15.72%,68.76%,N/A,N/A,N/A,"$47,903,650.00","-$46,262,275.00","-$141,337,575.00","$75,695,275.00","$75,695,275.00","$75,695,275.00",N/A,2024-12-11,0.97%,N/A,$0.46,2025-06-24,$0.32,0.41%,N/A,N/A,2,100.00%,40%,20%,1099,$59.99,$112.50,$107.45,$114.42,72.89,N/A,N/A,N/A,N/A,N/A,N/A,5.37,16.75%,24.60%,1.42,0.00%,0.00%
USSG,Xtrackers MSCI USA Selection Equity ETF,Equity,"$569,498,000",10.01%,"18,289",$59.07,1.22%,No,False,1.15%,2.98%,21.08%,17.14%,16.01%,"-$420,700,750.00","-$6,000.00","-$5,831,400.00","-$568,036,800.00","-$3,054,678,000.00","-$3,146,386,750.00",Large Cap Growth Equities,2019-03-07,0.09%,N/A,$0.64,2025-06-20,$0.19,1.11%,0.03,0.99,281,46.61%,40%,20%,1099,$57.55,$59.16,$58.76,$59.22,63.21,B+,A-,B+,B+,B+,N/A,7.2,96.42%,80.93%,52.35,2.83%,14.31%
JSMD,Janus Henderson Small/Mid Cap Growth Alpha ETF,Equity,"$567,247,000",7.49%,"32,617",$80.49,2.55%,No,False,1.67%,3.11%,21.77%,11.95%,9.48%,"$126,111,750.00","$1,998,500.00","$13,855,250.00","$147,709,000.00","$271,812,250.00","$327,003,752.50",Mid Cap Growth Equities,2016-02-23,0.30%,N/A,$0.64,2025-06-30,$0.13,0.79%,22.36,1.17,107,22.47%,40%,20%,1099,$77.67,$80.29,$79.38,$81.04,59.86,B,B,A-,C+,C+,N/A,5.55,20.41%,26.87%,38.63,3.02%,12.59%
IMFL,Invesco International Developed Dynamic Multifactor ETF,Equity,"$566,018,000",N/A,N/A,N/A,0.00%,No,False,N/A,N/A,N/A,N/A,N/A,"$13,368,250.00",$0.00,$0.00,"$66,354,950.00","$382,180,200.00","$514,926,450.00",Global Equities,2021-02-24,0.34%,N/A,N/A,N/A,N/A,N/A,N/A,N/A,403,32.40%,40%,20%,1099,N/A,N/A,N/A,N/A,"",N/A,A,N/A,N/A,N/A,N/A,7.66,69.19%,92.36%,84.05,15.71%,6.31%
SPXU,ProShares UltraPro Short S&P500,Equity,"$565,219,000",-31.43%,"19,742,056",$15.12,-3.20%,Yes,-3x,-6.55%,-7.86%,-47.59%,-35.63%,-39.24%,"$284,543,945.00","$24,545,830.00","$96,071,340.00","$408,330,750.00","$336,250,187.87","$1,561,909,980.19",Inverse Equities,2009-06-25,0.89%,N/A,$1.38,2025-06-25,$0.19,8.55%,0.00,-2.60,5,100.00%,40%,20%,1099,$15.18,$16.55,$14.96,$15.41,35.78,A,A,A-,B,B+,B+,0.0,N/A,N/A,N/A,N/A,N/A
JHSC,John Hancock Multifactor Small Cap ETF,Equity,"$563,901,000",2.40%,"37,300",$40.51,2.82%,No,False,1.91%,1.10%,10.30%,8.39%,10.75%,"$45,421,447.50",$0.00,"$20,787,622.50","$72,265,717.50","$116,726,152.50","-$153,854,095.00",Small Cap Growth Equities,2017-11-08,0.42%,N/A,$0.42,2025-06-26,$0.18,1.05%,14.09,1.12,489,5.57%,40%,20%,1099,$39.06,$40.65,$39.92,$40.81,58.44,B+,C+,A-,A-,B+,N/A,6.09,58.49%,37.87%,106.13,3.83%,7.65%
FLTW,Franklin FTSE Taiwan ETF,Equity,"$562,166,000",18.74%,"102,311",$56.10,1.59%,No,False,3.81%,5.83%,22.93%,17.94%,15.10%,"$90,940,000.00",$0.00,"-$16,194,000.00","$219,908,000.00","$392,507,000.00","$409,102,000.00",Asia Pacific Equities,2017-11-02,0.19%,N/A,$0.77,2025-06-20,$0.07,1.42%,13.79,0.85,130,49.82%,40%,20%,1099,$52.78,$55.60,$55.73,$56.29,68.54,C+,A,A,A,B+,N/A,6.56,74.42%,55.95%,143.75,0.00%,4.64%
FNGO,MicroSectors FANG+ Index 2X Leveraged ETNs,Equity,"$562,160,000",24.69%,"31,733",$115.78,2.64%,No,2x,7.31%,7.48%,84.96%,69.30%,40.01%,$0.00,$0.00,$0.00,$0.00,$0.00,$0.00,Leveraged Equities,2018-08-01,0.95%,N/A,$0.00,N/A,N/A,0.00%,0.03,2.54,10,100.00%,40%,20%,1099,$106.94,$115.13,$113.87,$116.94,61.20,B,A-,N/A,C+,C,N/A,0.0,N/A,N/A,N/A,N/A,N/A
VNM,VanEck Vietnam ETF,Equity,"$560,357,000",51.92%,"700,291",$17.44,0.98%,No,False,4.62%,14.59%,46.93%,6.33%,5.18%,"-$35,393,845.00",$0.00,"$3,342,460.00","-$84,881,390.00","$98,064,690.00","$93,513,550.00",Asia Pacific Equities,2009-08-11,0.68%,N/A,$0.00,2023-12-27,$0.02,0.00%,13.31,0.95,50,56.49%,40%,20%,1099,$15.06,$17.52,$17.32,$17.52,72.25,A-,C+,C+,B+,C,C,0.0,N/A,N/A,N/A,N/A,N/A
IXG,iShares Global Financials ETF,Equity,"$560,269,000",19.65%,"20,367",$113.45,1.25%,No,False,2.39%,2.42%,34.99%,20.24%,18.25%,"$53,628,535.00",$0.00,"$5,516,085.00","$82,800,630.00","-$433,167,245.00","$136,432,650.00",Financials Equities,2001-11-12,0.41%,N/A,$2.47,2025-06-16,$1.40,2.22%,11.73,0.99,214,30.54%,40%,20%,1099,$109.75,$113.72,$112.80,$113.90,61.12,B+,B,B,B,B,A,7.12,68.06%,78.18%,13.91,7.94%,0.61%
QLC,FlexShares US Quality Large Cap Index Fund,Equity,"$556,589,000",12.21%,"32,517",$74.18,1.35%,No,False,2.61%,3.82%,23.91%,18.17%,16.43%,"$158,612,767.50","$5,491,210.00","$7,290,425.00","$262,137,952.50","$280,780,325.00","$345,219,657.50",Large Cap Growth Equities,2015-09-24,0.25%,N/A,$0.67,2025-06-20,$0.17,0.91%,21.31,1.01,163,38.47%,40%,20%,1099,$71.43,$73.87,$73.71,$74.41,66.70,B-,B,C,A-,B+,B-,6.34,54.83%,46.94%,89.27,13.25%,7.70%
EYLD,Cambria Emerging Shareholder Yield ETF,Equity,"$556,324,000",22.08%,"68,622",$37.85,1.94%,No,False,3.25%,4.18%,17.91%,17.03%,11.61%,"$3,899,770.00",$0.00,"$12,743,945.00","$64,335,320.00","$368,662,645.00","$440,652,645.00",Emerging Markets Equities,2016-07-14,0.63%,Interactive Brokers,$0.96,2025-06-18,$0.35,2.53%,5.84,0.79,101,16.21%,40%,20%,1099,$36.06,$37.61,$37.63,$37.99,66.21,B-,C+,N/A,B-,B+,N/A,5.35,2.40%,24.28%,518.56,7.31%,2.65%
SDVD,FT Vest SMID Rising Dividend Achievers Target Income ETF,Equity,"$555,400,000",4.69%,"150,363",$21.42,2.24%,No,False,2.78%,3.02%,13.04%,N/A,N/A,"$329,303,700.00","$2,085,200.00","$23,939,650.00","$443,483,150.00","$561,301,600.00","$561,301,600.00",N/A,2023-08-09,0.85%,N/A,$1.97,2025-07-22,$0.15,9.21%,N/A,N/A,186,11.25%,40%,20%,1099,$20.48,$21.26,$21.13,$21.57,63.17,A,C+,B+,C+,A,N/A,6.01,4.53%,35.55%,83.71,2.70%,7.12%
